id,sectionId,rowNumber,seatNumber,status,version
SEAT012824,ST001_S07,9,24,AVAILABLE,0
SEAT012825,ST001_S07,9,25,AVAILABLE,0
SEAT012826,ST001_S07,9,26,AVAILABLE,0
SEAT012827,ST001_S07,9,27,AVAILABLE,0
SEAT012828,ST001_S07,9,28,AVAILABLE,0
SEAT012829,ST001_S07,9,29,AVAILABLE,0
SEAT012830,ST001_S07,9,30,AVAILABLE,0
SEAT012831,ST001_S07,9,31,AVAILABLE,0
SEAT012832,ST001_S07,9,32,AVAILABLE,0
SEAT012833,ST001_S07,9,33,AVAILABLE,0
SEAT012834,ST001_S07,9,34,AVAILABLE,0
SEAT012835,ST001_S07,9,35,AVAILABLE,0
SEAT012836,ST001_S07,9,36,AVAILABLE,0
SEAT012837,ST001_S07,9,37,AVAILABLE,0
SEAT012838,ST001_S07,9,38,AVAILABLE,0
SEAT012839,ST001_S07,9,39,AVAILABLE,0
SEAT012840,ST001_S07,9,40,AVAILABLE,0
SEAT012841,ST001_S07,9,41,AVAILABLE,0
SEAT012842,ST001_S07,9,42,AVAILABLE,0
SEAT012843,ST001_S07,9,43,AVAILABLE,0
SEAT012844,ST001_S07,9,44,AVAILABLE,0
SEAT012845,ST001_S07,9,45,AVAILABLE,0
SEAT012846,ST001_S07,9,46,AVAILABLE,0
SEAT012847,ST001_S07,9,47,AVAILABLE,0
SEAT012848,ST001_S07,9,48,AVAILABLE,0
SEAT012849,ST001_S07,9,49,AVAILABLE,0
SEAT012850,ST001_S07,9,50,AVAILABLE,0
SEAT012851,ST001_S07,9,51,AVAILABLE,0
SEAT012852,ST001_S07,9,52,AVAILABLE,0
SEAT012853,ST001_S07,9,53,AVAILABLE,0
SEAT012854,ST001_S07,9,54,AVAILABLE,0
SEAT012855,ST001_S07,9,55,AVAILABLE,0
SEAT012856,ST001_S07,9,56,AVAILABLE,0
SEAT012857,ST001_S07,9,57,AVAILABLE,0
SEAT012858,ST001_S07,9,58,AVAILABLE,0
SEAT012859,ST001_S07,9,59,AVAILABLE,0
SEAT012860,ST001_S07,9,60,AVAILABLE,0
SEAT012861,ST001_S07,9,61,AVAILABLE,0
SEAT012862,ST001_S07,9,62,AVAILABLE,0
SEAT012863,ST001_S07,9,63,AVAILABLE,0
SEAT012864,ST001_S07,9,64,AVAILABLE,0
SEAT012865,ST001_S07,9,65,AVAILABLE,0
SEAT012866,ST001_S07,9,66,AVAILABLE,0
SEAT012867,ST001_S07,9,67,AVAILABLE,0
SEAT012868,ST001_S07,9,68,AVAILABLE,0
SEAT012869,ST001_S07,9,69,AVAILABLE,0
SEAT012870,ST001_S07,9,70,AVAILABLE,0
SEAT012871,ST001_S07,9,71,AVAILABLE,0
SEAT012872,ST001_S07,9,72,AVAILABLE,0
SEAT012873,ST001_S07,9,73,AVAILABLE,0
SEAT012874,ST001_S07,9,74,AVAILABLE,0
SEAT012875,ST001_S07,9,75,AVAILABLE,0
SEAT012876,ST001_S07,9,76,AVAILABLE,0
SEAT012877,ST001_S07,9,77,AVAILABLE,0
SEAT012878,ST001_S07,9,78,AVAILABLE,0
SEAT012879,ST001_S07,9,79,AVAILABLE,0
SEAT012880,ST001_S07,9,80,AVAILABLE,0
SEAT012881,ST001_S07,9,81,AVAILABLE,0
SEAT012882,ST001_S07,9,82,AVAILABLE,0
SEAT012883,ST001_S07,9,83,AVAILABLE,0
SEAT012884,ST001_S07,9,84,AVAILABLE,0
SEAT012885,ST001_S07,9,85,AVAILABLE,0
SEAT012886,ST001_S07,9,86,AVAILABLE,0
SEAT012887,ST001_S07,9,87,AVAILABLE,0
SEAT012888,ST001_S07,9,88,AVAILABLE,0
SEAT012889,ST001_S07,9,89,AVAILABLE,0
SEAT012890,ST001_S07,9,90,AVAILABLE,0
SEAT012891,ST001_S07,9,91,AVAILABLE,0
SEAT012892,ST001_S07,9,92,AVAILABLE,0
SEAT012893,ST001_S07,9,93,AVAILABLE,0
SEAT012894,ST001_S07,9,94,AVAILABLE,0
SEAT012895,ST001_S07,9,95,AVAILABLE,0
SEAT012896,ST001_S07,9,96,AVAILABLE,0
SEAT012897,ST001_S07,9,97,AVAILABLE,0
SEAT012898,ST001_S07,9,98,AVAILABLE,0
SEAT012899,ST001_S07,9,99,AVAILABLE,0
SEAT012900,ST001_S07,9,100,AVAILABLE,0
SEAT012901,ST001_S07,10,1,AVAILABLE,0
SEAT012902,ST001_S07,10,2,AVAILABLE,0
SEAT012903,ST001_S07,10,3,AVAILABLE,0
SEAT012904,ST001_S07,10,4,AVAILABLE,0
SEAT012905,ST001_S07,10,5,AVAILABLE,0
SEAT012906,ST001_S07,10,6,AVAILABLE,0
SEAT012907,ST001_S07,10,7,AVAILABLE,0
SEAT012908,ST001_S07,10,8,AVAILABLE,0
SEAT012909,ST001_S07,10,9,AVAILABLE,0
SEAT012910,ST001_S07,10,10,AVAILABLE,0
SEAT012911,ST001_S07,10,11,AVAILABLE,0
SEAT012912,ST001_S07,10,12,AVAILABLE,0
SEAT012913,ST001_S07,10,13,AVAILABLE,0
SEAT012914,ST001_S07,10,14,AVAILABLE,0
SEAT012915,ST001_S07,10,15,AVAILABLE,0
SEAT012916,ST001_S07,10,16,AVAILABLE,0
SEAT012917,ST001_S07,10,17,AVAILABLE,0
SEAT012918,ST001_S07,10,18,AVAILABLE,0
SEAT012919,ST001_S07,10,19,AVAILABLE,0
SEAT012920,ST001_S07,10,20,AVAILABLE,0
SEAT012921,ST001_S07,10,21,AVAILABLE,0
SEAT012922,ST001_S07,10,22,AVAILABLE,0
SEAT012923,ST001_S07,10,23,AVAILABLE,0
SEAT012924,ST001_S07,10,24,AVAILABLE,0
SEAT012925,ST001_S07,10,25,AVAILABLE,0
SEAT012926,ST001_S07,10,26,AVAILABLE,0
SEAT012927,ST001_S07,10,27,AVAILABLE,0
SEAT012928,ST001_S07,10,28,AVAILABLE,0
SEAT012929,ST001_S07,10,29,AVAILABLE,0
SEAT012930,ST001_S07,10,30,AVAILABLE,0
SEAT012931,ST001_S07,10,31,AVAILABLE,0
SEAT012932,ST001_S07,10,32,AVAILABLE,0
SEAT012933,ST001_S07,10,33,AVAILABLE,0
SEAT012934,ST001_S07,10,34,AVAILABLE,0
SEAT012935,ST001_S07,10,35,AVAILABLE,0
SEAT012936,ST001_S07,10,36,AVAILABLE,0
SEAT012937,ST001_S07,10,37,AVAILABLE,0
SEAT012938,ST001_S07,10,38,AVAILABLE,0
SEAT012939,ST001_S07,10,39,AVAILABLE,0
SEAT012940,ST001_S07,10,40,AVAILABLE,0
SEAT012941,ST001_S07,10,41,AVAILABLE,0
SEAT012942,ST001_S07,10,42,AVAILABLE,0
SEAT012943,ST001_S07,10,43,AVAILABLE,0
SEAT012944,ST001_S07,10,44,AVAILABLE,0
SEAT012945,ST001_S07,10,45,AVAILABLE,0
SEAT012946,ST001_S07,10,46,AVAILABLE,0
SEAT012947,ST001_S07,10,47,AVAILABLE,0
SEAT012948,ST001_S07,10,48,AVAILABLE,0
SEAT012949,ST001_S07,10,49,AVAILABLE,0
SEAT012950,ST001_S07,10,50,AVAILABLE,0
SEAT012951,ST001_S07,10,51,AVAILABLE,0
SEAT012952,ST001_S07,10,52,AVAILABLE,0
SEAT012953,ST001_S07,10,53,AVAILABLE,0
SEAT012954,ST001_S07,10,54,AVAILABLE,0
SEAT012955,ST001_S07,10,55,AVAILABLE,0
SEAT012956,ST001_S07,10,56,AVAILABLE,0
SEAT012957,ST001_S07,10,57,AVAILABLE,0
SEAT012958,ST001_S07,10,58,AVAILABLE,0
SEAT012959,ST001_S07,10,59,AVAILABLE,0
SEAT012960,ST001_S07,10,60,AVAILABLE,0
SEAT012961,ST001_S07,10,61,AVAILABLE,0
SEAT012962,ST001_S07,10,62,AVAILABLE,0
SEAT012963,ST001_S07,10,63,AVAILABLE,0
SEAT012964,ST001_S07,10,64,AVAILABLE,0
SEAT012965,ST001_S07,10,65,AVAILABLE,0
SEAT012966,ST001_S07,10,66,AVAILABLE,0
SEAT012967,ST001_S07,10,67,AVAILABLE,0
SEAT012968,ST001_S07,10,68,AVAILABLE,0
SEAT012969,ST001_S07,10,69,AVAILABLE,0
SEAT012970,ST001_S07,10,70,AVAILABLE,0
SEAT012971,ST001_S07,10,71,AVAILABLE,0
SEAT012972,ST001_S07,10,72,AVAILABLE,0
SEAT012973,ST001_S07,10,73,AVAILABLE,0
SEAT012974,ST001_S07,10,74,AVAILABLE,0
SEAT012975,ST001_S07,10,75,AVAILABLE,0
SEAT012976,ST001_S07,10,76,AVAILABLE,0
SEAT012977,ST001_S07,10,77,AVAILABLE,0
SEAT012978,ST001_S07,10,78,AVAILABLE,0
SEAT012979,ST001_S07,10,79,AVAILABLE,0
SEAT012980,ST001_S07,10,80,AVAILABLE,0
SEAT012981,ST001_S07,10,81,AVAILABLE,0
SEAT012982,ST001_S07,10,82,AVAILABLE,0
SEAT012983,ST001_S07,10,83,AVAILABLE,0
SEAT012984,ST001_S07,10,84,AVAILABLE,0
SEAT012985,ST001_S07,10,85,AVAILABLE,0
SEAT012986,ST001_S07,10,86,AVAILABLE,0
SEAT012987,ST001_S07,10,87,AVAILABLE,0
SEAT012988,ST001_S07,10,88,AVAILABLE,0
SEAT012989,ST001_S07,10,89,AVAILABLE,0
SEAT012990,ST001_S07,10,90,AVAILABLE,0
SEAT012991,ST001_S07,10,91,AVAILABLE,0
SEAT012992,ST001_S07,10,92,AVAILABLE,0
SEAT012993,ST001_S07,10,93,AVAILABLE,0
SEAT012994,ST001_S07,10,94,AVAILABLE,0
SEAT012995,ST001_S07,10,95,AVAILABLE,0
SEAT012996,ST001_S07,10,96,AVAILABLE,0
SEAT012997,ST001_S07,10,97,AVAILABLE,0
SEAT012998,ST001_S07,10,98,AVAILABLE,0
SEAT012999,ST001_S07,10,99,AVAILABLE,0
SEAT013000,ST001_S07,10,100,AVAILABLE,0
SEAT013001,ST001_S07,11,1,AVAILABLE,0
SEAT013002,ST001_S07,11,2,AVAILABLE,0
SEAT013003,ST001_S07,11,3,AVAILABLE,0
SEAT013004,ST001_S07,11,4,AVAILABLE,0
SEAT013005,ST001_S07,11,5,AVAILABLE,0
SEAT013006,ST001_S07,11,6,AVAILABLE,0
SEAT013007,ST001_S07,11,7,AVAILABLE,0
SEAT013008,ST001_S07,11,8,AVAILABLE,0
SEAT013009,ST001_S07,11,9,AVAILABLE,0
SEAT013010,ST001_S07,11,10,AVAILABLE,0
SEAT013011,ST001_S07,11,11,AVAILABLE,0
SEAT013012,ST001_S07,11,12,AVAILABLE,0
SEAT013013,ST001_S07,11,13,AVAILABLE,0
SEAT013014,ST001_S07,11,14,AVAILABLE,0
SEAT013015,ST001_S07,11,15,AVAILABLE,0
SEAT013016,ST001_S07,11,16,AVAILABLE,0
SEAT013017,ST001_S07,11,17,AVAILABLE,0
SEAT013018,ST001_S07,11,18,AVAILABLE,0
SEAT013019,ST001_S07,11,19,AVAILABLE,0
SEAT013020,ST001_S07,11,20,AVAILABLE,0
SEAT013021,ST001_S07,11,21,AVAILABLE,0
SEAT013022,ST001_S07,11,22,AVAILABLE,0
SEAT013023,ST001_S07,11,23,AVAILABLE,0
SEAT013024,ST001_S07,11,24,AVAILABLE,0
SEAT013025,ST001_S07,11,25,AVAILABLE,0
SEAT013026,ST001_S07,11,26,AVAILABLE,0
SEAT013027,ST001_S07,11,27,AVAILABLE,0
SEAT013028,ST001_S07,11,28,AVAILABLE,0
SEAT013029,ST001_S07,11,29,AVAILABLE,0
SEAT013030,ST001_S07,11,30,AVAILABLE,0
SEAT013031,ST001_S07,11,31,AVAILABLE,0
SEAT013032,ST001_S07,11,32,AVAILABLE,0
SEAT013033,ST001_S07,11,33,AVAILABLE,0
SEAT013034,ST001_S07,11,34,AVAILABLE,0
SEAT013035,ST001_S07,11,35,AVAILABLE,0
SEAT013036,ST001_S07,11,36,AVAILABLE,0
SEAT013037,ST001_S07,11,37,AVAILABLE,0
SEAT013038,ST001_S07,11,38,AVAILABLE,0
SEAT013039,ST001_S07,11,39,AVAILABLE,0
SEAT013040,ST001_S07,11,40,AVAILABLE,0
SEAT013041,ST001_S07,11,41,AVAILABLE,0
SEAT013042,ST001_S07,11,42,AVAILABLE,0
SEAT013043,ST001_S07,11,43,AVAILABLE,0
SEAT013044,ST001_S07,11,44,AVAILABLE,0
SEAT013045,ST001_S07,11,45,AVAILABLE,0
SEAT013046,ST001_S07,11,46,AVAILABLE,0
SEAT013047,ST001_S07,11,47,AVAILABLE,0
SEAT013048,ST001_S07,11,48,AVAILABLE,0
SEAT013049,ST001_S07,11,49,AVAILABLE,0
SEAT013050,ST001_S07,11,50,AVAILABLE,0
SEAT013051,ST001_S07,11,51,AVAILABLE,0
SEAT013052,ST001_S07,11,52,AVAILABLE,0
SEAT013053,ST001_S07,11,53,AVAILABLE,0
SEAT013054,ST001_S07,11,54,AVAILABLE,0
SEAT013055,ST001_S07,11,55,AVAILABLE,0
SEAT013056,ST001_S07,11,56,AVAILABLE,0
SEAT013057,ST001_S07,11,57,AVAILABLE,0
SEAT013058,ST001_S07,11,58,AVAILABLE,0
SEAT013059,ST001_S07,11,59,AVAILABLE,0
SEAT013060,ST001_S07,11,60,AVAILABLE,0
SEAT013061,ST001_S07,11,61,AVAILABLE,0
SEAT013062,ST001_S07,11,62,AVAILABLE,0
SEAT013063,ST001_S07,11,63,AVAILABLE,0
SEAT013064,ST001_S07,11,64,AVAILABLE,0
SEAT013065,ST001_S07,11,65,AVAILABLE,0
SEAT013066,ST001_S07,11,66,AVAILABLE,0
SEAT013067,ST001_S07,11,67,AVAILABLE,0
SEAT013068,ST001_S07,11,68,AVAILABLE,0
SEAT013069,ST001_S07,11,69,AVAILABLE,0
SEAT013070,ST001_S07,11,70,AVAILABLE,0
SEAT013071,ST001_S07,11,71,AVAILABLE,0
SEAT013072,ST001_S07,11,72,AVAILABLE,0
SEAT013073,ST001_S07,11,73,AVAILABLE,0
SEAT013074,ST001_S07,11,74,AVAILABLE,0
SEAT013075,ST001_S07,11,75,AVAILABLE,0
SEAT013076,ST001_S07,11,76,AVAILABLE,0
SEAT013077,ST001_S07,11,77,AVAILABLE,0
SEAT013078,ST001_S07,11,78,AVAILABLE,0
SEAT013079,ST001_S07,11,79,AVAILABLE,0
SEAT013080,ST001_S07,11,80,AVAILABLE,0
SEAT013081,ST001_S07,11,81,AVAILABLE,0
SEAT013082,ST001_S07,11,82,AVAILABLE,0
SEAT013083,ST001_S07,11,83,AVAILABLE,0
SEAT013084,ST001_S07,11,84,AVAILABLE,0
SEAT013085,ST001_S07,11,85,AVAILABLE,0
SEAT013086,ST001_S07,11,86,AVAILABLE,0
SEAT013087,ST001_S07,11,87,AVAILABLE,0
SEAT013088,ST001_S07,11,88,AVAILABLE,0
SEAT013089,ST001_S07,11,89,AVAILABLE,0
SEAT013090,ST001_S07,11,90,AVAILABLE,0
SEAT013091,ST001_S07,11,91,AVAILABLE,0
SEAT013092,ST001_S07,11,92,AVAILABLE,0
SEAT013093,ST001_S07,11,93,AVAILABLE,0
SEAT013094,ST001_S07,11,94,AVAILABLE,0
SEAT013095,ST001_S07,11,95,AVAILABLE,0
SEAT013096,ST001_S07,11,96,AVAILABLE,0
SEAT013097,ST001_S07,11,97,AVAILABLE,0
SEAT013098,ST001_S07,11,98,AVAILABLE,0
SEAT013099,ST001_S07,11,99,AVAILABLE,0
SEAT013100,ST001_S07,11,100,AVAILABLE,0
SEAT013101,ST001_S07,12,1,AVAILABLE,0
SEAT013102,ST001_S07,12,2,AVAILABLE,0
SEAT013103,ST001_S07,12,3,AVAILABLE,0
SEAT013104,ST001_S07,12,4,AVAILABLE,0
SEAT013105,ST001_S07,12,5,AVAILABLE,0
SEAT013106,ST001_S07,12,6,AVAILABLE,0
SEAT013107,ST001_S07,12,7,AVAILABLE,0
SEAT013108,ST001_S07,12,8,AVAILABLE,0
SEAT013109,ST001_S07,12,9,AVAILABLE,0
SEAT013110,ST001_S07,12,10,AVAILABLE,0
SEAT013111,ST001_S07,12,11,AVAILABLE,0
SEAT013112,ST001_S07,12,12,AVAILABLE,0
SEAT013113,ST001_S07,12,13,AVAILABLE,0
SEAT013114,ST001_S07,12,14,AVAILABLE,0
SEAT013115,ST001_S07,12,15,AVAILABLE,0
SEAT013116,ST001_S07,12,16,AVAILABLE,0
SEAT013117,ST001_S07,12,17,AVAILABLE,0
SEAT013118,ST001_S07,12,18,AVAILABLE,0
SEAT013119,ST001_S07,12,19,AVAILABLE,0
SEAT013120,ST001_S07,12,20,AVAILABLE,0
SEAT013121,ST001_S07,12,21,AVAILABLE,0
SEAT013122,ST001_S07,12,22,AVAILABLE,0
SEAT013123,ST001_S07,12,23,AVAILABLE,0
SEAT013124,ST001_S07,12,24,AVAILABLE,0
SEAT013125,ST001_S07,12,25,AVAILABLE,0
SEAT013126,ST001_S07,12,26,AVAILABLE,0
SEAT013127,ST001_S07,12,27,AVAILABLE,0
SEAT013128,ST001_S07,12,28,AVAILABLE,0
SEAT013129,ST001_S07,12,29,AVAILABLE,0
SEAT013130,ST001_S07,12,30,AVAILABLE,0
SEAT013131,ST001_S07,12,31,AVAILABLE,0
SEAT013132,ST001_S07,12,32,AVAILABLE,0
SEAT013133,ST001_S07,12,33,AVAILABLE,0
SEAT013134,ST001_S07,12,34,AVAILABLE,0
SEAT013135,ST001_S07,12,35,AVAILABLE,0
SEAT013136,ST001_S07,12,36,AVAILABLE,0
SEAT013137,ST001_S07,12,37,AVAILABLE,0
SEAT013138,ST001_S07,12,38,AVAILABLE,0
SEAT013139,ST001_S07,12,39,AVAILABLE,0
SEAT013140,ST001_S07,12,40,AVAILABLE,0
SEAT013141,ST001_S07,12,41,AVAILABLE,0
SEAT013142,ST001_S07,12,42,AVAILABLE,0
SEAT013143,ST001_S07,12,43,AVAILABLE,0
SEAT013144,ST001_S07,12,44,AVAILABLE,0
SEAT013145,ST001_S07,12,45,AVAILABLE,0
SEAT013146,ST001_S07,12,46,AVAILABLE,0
SEAT013147,ST001_S07,12,47,AVAILABLE,0
SEAT013148,ST001_S07,12,48,AVAILABLE,0
SEAT013149,ST001_S07,12,49,AVAILABLE,0
SEAT013150,ST001_S07,12,50,AVAILABLE,0
SEAT013151,ST001_S07,12,51,AVAILABLE,0
SEAT013152,ST001_S07,12,52,AVAILABLE,0
SEAT013153,ST001_S07,12,53,AVAILABLE,0
SEAT013154,ST001_S07,12,54,AVAILABLE,0
SEAT013155,ST001_S07,12,55,AVAILABLE,0
SEAT013156,ST001_S07,12,56,AVAILABLE,0
SEAT013157,ST001_S07,12,57,AVAILABLE,0
SEAT013158,ST001_S07,12,58,AVAILABLE,0
SEAT013159,ST001_S07,12,59,AVAILABLE,0
SEAT013160,ST001_S07,12,60,AVAILABLE,0
SEAT013161,ST001_S07,12,61,AVAILABLE,0
SEAT013162,ST001_S07,12,62,AVAILABLE,0
SEAT013163,ST001_S07,12,63,AVAILABLE,0
SEAT013164,ST001_S07,12,64,AVAILABLE,0
SEAT013165,ST001_S07,12,65,AVAILABLE,0
SEAT013166,ST001_S07,12,66,AVAILABLE,0
SEAT013167,ST001_S07,12,67,AVAILABLE,0
SEAT013168,ST001_S07,12,68,AVAILABLE,0
SEAT013169,ST001_S07,12,69,AVAILABLE,0
SEAT013170,ST001_S07,12,70,AVAILABLE,0
SEAT013171,ST001_S07,12,71,AVAILABLE,0
SEAT013172,ST001_S07,12,72,AVAILABLE,0
SEAT013173,ST001_S07,12,73,AVAILABLE,0
SEAT013174,ST001_S07,12,74,AVAILABLE,0
SEAT013175,ST001_S07,12,75,AVAILABLE,0
SEAT013176,ST001_S07,12,76,AVAILABLE,0
SEAT013177,ST001_S07,12,77,AVAILABLE,0
SEAT013178,ST001_S07,12,78,AVAILABLE,0
SEAT013179,ST001_S07,12,79,AVAILABLE,0
SEAT013180,ST001_S07,12,80,AVAILABLE,0
SEAT013181,ST001_S07,12,81,AVAILABLE,0
SEAT013182,ST001_S07,12,82,AVAILABLE,0
SEAT013183,ST001_S07,12,83,AVAILABLE,0
SEAT013184,ST001_S07,12,84,AVAILABLE,0
SEAT013185,ST001_S07,12,85,AVAILABLE,0
SEAT013186,ST001_S07,12,86,AVAILABLE,0
SEAT013187,ST001_S07,12,87,AVAILABLE,0
SEAT013188,ST001_S07,12,88,AVAILABLE,0
SEAT013189,ST001_S07,12,89,AVAILABLE,0
SEAT013190,ST001_S07,12,90,AVAILABLE,0
SEAT013191,ST001_S07,12,91,AVAILABLE,0
SEAT013192,ST001_S07,12,92,AVAILABLE,0
SEAT013193,ST001_S07,12,93,AVAILABLE,0
SEAT013194,ST001_S07,12,94,AVAILABLE,0
SEAT013195,ST001_S07,12,95,AVAILABLE,0
SEAT013196,ST001_S07,12,96,AVAILABLE,0
SEAT013197,ST001_S07,12,97,AVAILABLE,0
SEAT013198,ST001_S07,12,98,AVAILABLE,0
SEAT013199,ST001_S07,12,99,AVAILABLE,0
SEAT013200,ST001_S07,12,100,AVAILABLE,0
SEAT013201,ST001_S07,13,1,AVAILABLE,0
SEAT013202,ST001_S07,13,2,AVAILABLE,0
SEAT013203,ST001_S07,13,3,AVAILABLE,0
SEAT013204,ST001_S07,13,4,AVAILABLE,0
SEAT013205,ST001_S07,13,5,AVAILABLE,0
SEAT013206,ST001_S07,13,6,AVAILABLE,0
SEAT013207,ST001_S07,13,7,AVAILABLE,0
SEAT013208,ST001_S07,13,8,AVAILABLE,0
SEAT013209,ST001_S07,13,9,AVAILABLE,0
SEAT013210,ST001_S07,13,10,AVAILABLE,0
SEAT013211,ST001_S07,13,11,AVAILABLE,0
SEAT013212,ST001_S07,13,12,AVAILABLE,0
SEAT013213,ST001_S07,13,13,AVAILABLE,0
SEAT013214,ST001_S07,13,14,AVAILABLE,0
SEAT013215,ST001_S07,13,15,AVAILABLE,0
SEAT013216,ST001_S07,13,16,AVAILABLE,0
SEAT013217,ST001_S07,13,17,AVAILABLE,0
SEAT013218,ST001_S07,13,18,AVAILABLE,0
SEAT013219,ST001_S07,13,19,AVAILABLE,0
SEAT013220,ST001_S07,13,20,AVAILABLE,0
SEAT013221,ST001_S07,13,21,AVAILABLE,0
SEAT013222,ST001_S07,13,22,AVAILABLE,0
SEAT013223,ST001_S07,13,23,AVAILABLE,0
SEAT013224,ST001_S07,13,24,AVAILABLE,0
SEAT013225,ST001_S07,13,25,AVAILABLE,0
SEAT013226,ST001_S07,13,26,AVAILABLE,0
SEAT013227,ST001_S07,13,27,AVAILABLE,0
SEAT013228,ST001_S07,13,28,AVAILABLE,0
SEAT013229,ST001_S07,13,29,AVAILABLE,0
SEAT013230,ST001_S07,13,30,AVAILABLE,0
SEAT013231,ST001_S07,13,31,AVAILABLE,0
SEAT013232,ST001_S07,13,32,AVAILABLE,0
SEAT013233,ST001_S07,13,33,AVAILABLE,0
SEAT013234,ST001_S07,13,34,AVAILABLE,0
SEAT013235,ST001_S07,13,35,AVAILABLE,0
SEAT013236,ST001_S07,13,36,AVAILABLE,0
SEAT013237,ST001_S07,13,37,AVAILABLE,0
SEAT013238,ST001_S07,13,38,AVAILABLE,0
SEAT013239,ST001_S07,13,39,AVAILABLE,0
SEAT013240,ST001_S07,13,40,AVAILABLE,0
SEAT013241,ST001_S07,13,41,AVAILABLE,0
SEAT013242,ST001_S07,13,42,AVAILABLE,0
SEAT013243,ST001_S07,13,43,AVAILABLE,0
SEAT013244,ST001_S07,13,44,AVAILABLE,0
SEAT013245,ST001_S07,13,45,AVAILABLE,0
SEAT013246,ST001_S07,13,46,AVAILABLE,0
SEAT013247,ST001_S07,13,47,AVAILABLE,0
SEAT013248,ST001_S07,13,48,AVAILABLE,0
SEAT013249,ST001_S07,13,49,AVAILABLE,0
SEAT013250,ST001_S07,13,50,AVAILABLE,0
SEAT013251,ST001_S07,13,51,AVAILABLE,0
SEAT013252,ST001_S07,13,52,AVAILABLE,0
SEAT013253,ST001_S07,13,53,AVAILABLE,0
SEAT013254,ST001_S07,13,54,AVAILABLE,0
SEAT013255,ST001_S07,13,55,AVAILABLE,0
SEAT013256,ST001_S07,13,56,AVAILABLE,0
SEAT013257,ST001_S07,13,57,AVAILABLE,0
SEAT013258,ST001_S07,13,58,AVAILABLE,0
SEAT013259,ST001_S07,13,59,AVAILABLE,0
SEAT013260,ST001_S07,13,60,AVAILABLE,0
SEAT013261,ST001_S07,13,61,AVAILABLE,0
SEAT013262,ST001_S07,13,62,AVAILABLE,0
SEAT013263,ST001_S07,13,63,AVAILABLE,0
SEAT013264,ST001_S07,13,64,AVAILABLE,0
SEAT013265,ST001_S07,13,65,AVAILABLE,0
SEAT013266,ST001_S07,13,66,AVAILABLE,0
SEAT013267,ST001_S07,13,67,AVAILABLE,0
SEAT013268,ST001_S07,13,68,AVAILABLE,0
SEAT013269,ST001_S07,13,69,AVAILABLE,0
SEAT013270,ST001_S07,13,70,AVAILABLE,0
SEAT013271,ST001_S07,13,71,AVAILABLE,0
SEAT013272,ST001_S07,13,72,AVAILABLE,0
SEAT013273,ST001_S07,13,73,AVAILABLE,0
SEAT013274,ST001_S07,13,74,AVAILABLE,0
SEAT013275,ST001_S07,13,75,AVAILABLE,0
SEAT013276,ST001_S07,13,76,AVAILABLE,0
SEAT013277,ST001_S07,13,77,AVAILABLE,0
SEAT013278,ST001_S07,13,78,AVAILABLE,0
SEAT013279,ST001_S07,13,79,AVAILABLE,0
SEAT013280,ST001_S07,13,80,AVAILABLE,0
SEAT013281,ST001_S07,13,81,AVAILABLE,0
SEAT013282,ST001_S07,13,82,AVAILABLE,0
SEAT013283,ST001_S07,13,83,AVAILABLE,0
SEAT013284,ST001_S07,13,84,AVAILABLE,0
SEAT013285,ST001_S07,13,85,AVAILABLE,0
SEAT013286,ST001_S07,13,86,AVAILABLE,0
SEAT013287,ST001_S07,13,87,AVAILABLE,0
SEAT013288,ST001_S07,13,88,AVAILABLE,0
SEAT013289,ST001_S07,13,89,AVAILABLE,0
SEAT013290,ST001_S07,13,90,AVAILABLE,0
SEAT013291,ST001_S07,13,91,AVAILABLE,0
SEAT013292,ST001_S07,13,92,AVAILABLE,0
SEAT013293,ST001_S07,13,93,AVAILABLE,0
SEAT013294,ST001_S07,13,94,AVAILABLE,0
SEAT013295,ST001_S07,13,95,AVAILABLE,0
SEAT013296,ST001_S07,13,96,AVAILABLE,0
SEAT013297,ST001_S07,13,97,AVAILABLE,0
SEAT013298,ST001_S07,13,98,AVAILABLE,0
SEAT013299,ST001_S07,13,99,AVAILABLE,0
SEAT013300,ST001_S07,13,100,AVAILABLE,0
SEAT013301,ST001_S07,14,1,AVAILABLE,0
SEAT013302,ST001_S07,14,2,AVAILABLE,0
SEAT013303,ST001_S07,14,3,AVAILABLE,0
SEAT013304,ST001_S07,14,4,AVAILABLE,0
SEAT013305,ST001_S07,14,5,AVAILABLE,0
SEAT013306,ST001_S07,14,6,AVAILABLE,0
SEAT013307,ST001_S07,14,7,AVAILABLE,0
SEAT013308,ST001_S07,14,8,AVAILABLE,0
SEAT013309,ST001_S07,14,9,AVAILABLE,0
SEAT013310,ST001_S07,14,10,AVAILABLE,0
SEAT013311,ST001_S07,14,11,AVAILABLE,0
SEAT013312,ST001_S07,14,12,AVAILABLE,0
SEAT013313,ST001_S07,14,13,AVAILABLE,0
SEAT013314,ST001_S07,14,14,AVAILABLE,0
SEAT013315,ST001_S07,14,15,AVAILABLE,0
SEAT013316,ST001_S07,14,16,AVAILABLE,0
SEAT013317,ST001_S07,14,17,AVAILABLE,0
SEAT013318,ST001_S07,14,18,AVAILABLE,0
SEAT013319,ST001_S07,14,19,AVAILABLE,0
SEAT013320,ST001_S07,14,20,AVAILABLE,0
SEAT013321,ST001_S07,14,21,AVAILABLE,0
SEAT013322,ST001_S07,14,22,AVAILABLE,0
